aspirin	relieve	headache
aspirin	take	headache
aspirin	use for	headache
aspirin	give for	headache
aspirin	help	headache
aspirin	cure	headache
aspirin	reduce	headache
aspirin	take for	headache
analgesic	give for	headache
headache	respond to	analgesic
analgesic	abuse	headache
analgesic	prescribe for	headache
headache	manage with	analgesic
headache	improve with	analgesic
analgesic	require for	headache
analgesic	relieve	headache
headache	relieve with	analgesic
headache	treat with	analgesic
headache	relieve by	analgesic
headache	accompany by	nausea
nausea	follow	headache
headache	cause	nausea
headache	attend with	nausea
nausea	associate with	headache
headache	associate with	nausea
headache	be with	nausea
headache	follow by	nausea
nausea	accompany by	headache
headache	accompany with	nausea
nausea	accompany	headache
vomiting	relieve	headache
headache	come with	vomiting
vomiting	occur with	headache
headache	accompany by	vomiting
vomiting	associate with	headache
vomiting	accompany	headache
vomiting	accompany by	headache
headache	associate with	vomiting
vomiting	precede by	headache
headache	end in	vomiting
headache	relieve by	vomiting
stress	precipitate	headache
stress	trigger	headache
stress	lead to	headache
headache	produce by	stress
headache	trigger by	stress
headache	relate to	stress
stress	give	headache
stress	cause	headache
headache	associate with	stress
headache	cause by	stress
headache	precipitate by	stress
headache	be after	injury
injury	follow by	headache
headache	develop after	injury
headache	follow	injury
headache	attribute to	injury
injury	cause	headache
headache	occur after	injury
headache	initiate by	injury
headache	cause by	injury
headache	associate with	tension
tension	result in	headache
tension	give	headache
tension	lead to	headache
headache	result from	tension
headache	relate to	tension
tension	cause	headache
headache	cause by	tension
inflammation	accompany by	headache
inflammation	cause	headache
inflammation	produce	headache
inflammation	associate with	headache
headache	recognize	inflammation
inflammation	give to	headache
headache	cause by	inflammation
inflammation	result in	headache
lesion	associate with	headache
lesion	produce	headache
headache	indicate	lesion
lesion	cause	headache
headache	cause by	lesion
lesion	present with	headache
lesion	give to	headache
headache	suggest	lesion
hypertension	associate with	headache
hypertension	cause	headache
headache	ascribe to	hypertension
headache	occur from	hypertension
headache	associate with	hypertension
hypertension	accompany by	headache
hypertension	present with	headache
hypertension	produce	headache
headache	cause by	hypertension
hypertension	exhibit by	headache
headache	indicate	hypertension
headache	cause by	contraction
headache	associate with	contraction
headache	result from	contraction
headache	represent	contraction
contraction	cause	headache
headache	produce by	contraction
headache	begin with	aura
headache	begin during	aura
aura	precede	headache
headache	occur as	aura
aura	occur without	headache
headache	follow	aura
headache	precede by	aura
aura	follow by	headache
vertigo	occur with	headache
vertigo	accompany	headache
headache	accompany by	vertigo
headache	precede by	vertigo
headache	associate with	vertigo
vertigo	associate with	headache
vertigo	accompany by	headache
headache	accompany	vertigo
depression	come with	headache
depression	present as	headache
depression	be like	headache
headache	associate with	depression
depression	increase	headache
headache	associate with	abscess
abscess	give to	headache
abscess	associate with	headache
abscess	present with	headache
abscess	produce	headache
abscess	cause	headache
headache	occur with	abscess
headache	pound in	temple
headache	throb in	temple
headache	start at	temple
headache	felt in	temple
temple	throb with	headache
strain	give	headache
strain	produce	headache
headache	cause by	strain
headache	be from	strain
strain	cause	headache
strain	lead to	headache
noise	intensify	headache
noise	aggravate	headache
noise	produce	headache
noise	give	headache
headache	come with	noise
heat	cause	headache
heat	give	headache
headache	be from	heat
dizziness	accompany by	headache
headache	accompany by	dizziness
headache	associate with	dizziness
headache	associate	dizziness
dizziness	occur without	headache
dizziness	accompany	headache
stroke	produce	headache
stroke	precede by	headache
headache	precede	stroke
stroke	cause	headache
headache	produce by	dilatation
headache	cause by	dilatation
headache	associate with	dilatation
headache	relate to	dilatation
headache	attribute to	dilatation
dilatation	cause	headache
headache	result from	dilatation
headache	intensify by	movement
movement	increase	headache
headache	make by	movement
headache	reduce by	movement
headache	aggravate by	movement
headache	occur follow	ingestion
ingestion	cause	headache
headache	precipitate by	ingestion
headache	produce by	ingestion
ingestion	improve	headache
headache	see in	glaucoma
headache	produce by	glaucoma
headache	mistake for	glaucoma
glaucoma	cause	headache
headache	be across	forehead
headache	be in	forehead
headache	locate in	forehead
headache	begin in	forehead
headache	confine to	forehead
excitement	give	headache
excitement	bring on	headache
headache	produce by	excitement
coughing	follow by	headache
headache	aggravate by	coughing
caffeine	cause	headache
headache	treat with	caffeine
alcohol	give	headache
alcohol	precipitate	headache
alcohol	bring	headache
alcohol	cause	headache
headache	relieve by	alcohol
alcohol	trigger	headache
syphilis	produce	headache
syphilis	cause	headache
syphilis	manifest by	headache
headache	attribute to	syphilis
sinusitis	characterize by	headache
sinusitis	cause	headache
sinusitis	produce	headache
headache	cause by	sinusitis
seizure	precede by	headache
seizure	follow by	headache
seizure	associate with	headache
seizure	occur from	headache
headache	relieve by	rest
headache	treat with	rest
headache	remove by	rest
rest	banish	headache
rash	accompany by	headache
rash	come	headache
rash	come with	headache
headache	precede	rash
headache	associate with	photophobia
photophobia	accompany	headache
headache	accompany by	photophobia
photophobia	associate with	headache
headache	relieve by	massage
headache	cure by	massage
massage	relieve	headache
massage	indicate for	headache
headache	cause by	irritation
irritation	cause	headache
headache	diffuse by	irritation
irritation	produce	headache
headache	result from	irritation
intoxication	follow by	headache
intoxication	characterize by	headache
headache	precede	intoxication
intoxication	produce	headache
headache	attribute to	hematoma
hematoma	cause	headache
hematoma	produce	headache
headache	associate with	constipation
headache	accompany by	constipation
constipation	lead to	headache
constipation	cause	headache
headache	accompany by	congestion
congestion	cause	headache
headache	cause by	congestion
headache	associate with	congestion
coffee	cure	headache
headache	switch to	coffee
coffee	increase	headache
coffee	produce	headache
headache	set with	chill
chill	follow by	headache
headache	succeed to	chill
catarrh	induce	headache
headache	come in	catarrh
catarrh	cause	headache
headache	associate with	anxiety
anxiety	give	headache
headache	cause by	anxiety
anxiety	associate with	headache
anxiety	produce	headache
aneurysm	produce	headache
headache	associate with	aneurysm
aneurysm	cause	headache
water	remove	headache
water	relieve	headache
tumour	present with	headache
tumour	produce	headache
tumour	cause	headache
headache	associate with	trauma
trauma	follow by	headache
headache	occur after	trauma
tea	relieve	headache
headache	cure by	tea
tea	be in	headache
sumatriptan	have in	headache
headache	respond to	sumatriptan
reading	take during	headache
headache	increase upon	reading
reading	give	headache
prodrome	follow by	headache
prodrome	precede	headache
headache	precede by	prodrome
headache	occur in	pneumonia
headache	occur with	pneumonia
headache	associate with	irritability
headache	accompany by	irritability
headache	manifest by	irritability
irritability	connect with	headache
headache	cause by	indigestion
headache	accompany by	indigestion
indigestion	cause	headache
hypoglycemia	cause	headache
hypoglycemia	evoke	headache
hunger	cause	headache
headache	accompany by	hunger
haemorrhage	cause	headache
haemorrhage	present with	headache
haemorrhage	produce	headache
exertion	give	headache
exertion	drive	headache
exertion	bring on	headache
exertion	cause	headache
encephalopathy	manifest by	headache
encephalopathy	characterize by	headache
encephalopathy	present with	headache
headache	cause	discomfort
headache	characterize by	discomfort
headache	produce	discomfort
arteritis	present with	headache
arteritis	cause	headache
headache	suggest	arteritis
headache	cause by	arteritis
headache	result from	anesthesia
headache	follow	anesthesia
headache	experience after	anesthesia
anesthesia	cause	headache
headache	treat with	amitriptyline
